date,channel,spend
2025-05-10,Paid Social,311.27
2025-05-11,Affiliate,80.07
2025-05-11,Email,116.51
2025-05-11,Paid Search,358.94
2025-05-11,Paid Social,286.75
2025-05-12,Affiliate,97.64
2025-05-12,Email,155.06
2025-05-12,Paid Search,445.09
2025-05-12,Paid Social,353.11
2025-05-13,Affiliate,95.51
2025-05-13,Email,130.65
2025-05-13,Paid Search,391.26
2025-05-13,Paid Social,338.92
2025-05-14,Affiliate,110.33
2025-05-14,Email,154.82
2025-05-14,Paid Search,431.56
2025-05-14,Paid Social,388.05
2025-05-15,Affiliate,90.26
2025-05-15,Email,151.9
2025-05-15,Paid Search,395.51
2025-05-15,Paid Social,330.62
2025-05-16,Affiliate,112.38
2025-05-16,Email,160.3
2025-05-16,Paid Search,510.08
2025-05-16,Paid Social,392.0
2025-05-17,Affiliate,89.61
2025-05-17,Email,115.71
2025-05-17,Paid Search,395.3
2025-05-17,Paid Social,300.69
2025-05-18,Affiliate,102.54
2025-05-18,Email,132.17
2025-05-18,Paid Search,375.65
2025-05-18,Paid Social,326.43
2025-05-19,Affiliate,107.86
2025-05-19,Email,166.44
2025-05-19,Paid Search,462.82
2025-05-19,Paid Social,376.06
2025-05-20,Affiliate,90.67
2025-05-20,Email,126.54
2025-05-20,Paid Search,382.01
2025-05-20,Paid Social,343.04
2025-05-21,Affiliate,105.87
2025-05-21,Email,159.1
2025-05-21,Paid Search,439.19
2025-05-21,Paid Social,360.03
2025-05-22,Affiliate,122.52
2025-05-22,Email,173.5
2025-05-22,Paid Search,476.2
2025-05-22,Paid Social,382.24
2025-05-23,Affiliate,92.32
2025-05-23,Email,129.74
2025-05-23,Paid Search,384.27
2025-05-23,Paid Social,304.43
2025-05-24,Affiliate,95.33
2025-05-24,Email,141.0
2025-05-24,Paid Search,414.4
2025-05-24,Paid Social,325.03
2025-05-25,Affiliate,96.96
2025-05-25,Email,147.43
2025-05-25,Paid Search,401.45
2025-05-25,Paid Social,335.71
2025-05-26,Affiliate,104.42
2025-05-26,Email,149.67
2025-05-26,Paid Search,460.87
2025-05-26,Paid Social,395.58
2025-05-27,Affiliate,95.45
2025-05-27,Email,131.9
2025-05-27,Paid Search,398.13
2025-05-27,Paid Social,316.26
2025-05-28,Affiliate,99.33
2025-05-28,Email,127.53
2025-05-28,Paid Search,387.97
2025-05-28,Paid Social,319.94
2025-05-29,Affiliate,112.52
2025-05-29,Email,149.21
2025-05-29,Paid Search,449.63
2025-05-29,Paid Social,377.45
2025-05-30,Affiliate,105.73
2025-05-30,Email,145.64
2025-05-30,Paid Search,438.23
2025-05-30,Paid Social,380.4
2025-05-31,Affiliate,93.3
2025-05-31,Email,125.69
2025-05-31,Paid Search,408.45
2025-05-31,Paid Social,353.39
2025-06-01,Affiliate,77.58
2025-06-01,Email,116.01
2025-06-01,Paid Search,354.53
2025-06-01,Paid Social,275.39
2025-06-02,Affiliate,87.35
2025-06-02,Email,114.48
2025-06-02,Paid Search,340.51
2025-06-02,Paid Social,281.25
2025-06-03,Affiliate,86.97
2025-06-03,Email,123.28
2025-06-03,Paid Search,367.88
2025-06-03,Paid Social,309.02
2025-06-04,Affiliate,87.41
2025-06-04,Email,115.59
2025-06-04,Paid Search,380.89
2025-06-04,Paid Social,307.51
2025-06-05,Affiliate,91.54
2025-06-05,Email,115.14
2025-06-05,Paid Search,318.15
2025-06-05,Paid Social,296.37
2025-06-06,Affiliate,99.02
2025-06-06,Email,141.56
2025-06-06,Paid Search,419.92
2025-06-06,Paid Social,340.47
2025-06-07,Affiliate,83.18
2025-06-07,Email,110.48
2025-06-07,Paid Search,350.63
2025-06-07,Paid Social,287.38
2025-06-08,Affiliate,70.0
2025-06-08,Email,101.19
2025-06-08,Paid Search,305.91
2025-06-08,Paid Social,247.84
2025-06-09,Affiliate,94.59
2025-06-09,Email,132.82
2025-06-09,Paid Search,368.21
2025-06-09,Paid Social,321.1
2025-06-10,Affiliate,82.78
2025-06-10,Email,109.79
2025-06-10,Paid Search,321.12
2025-06-10,Paid Social,289.38
2025-06-11,Affiliate,88.75
2025-06-11,Email,140.65
2025-06-11,Paid Search,369.75
2025-06-11,Paid Social,326.66
2025-06-12,Affiliate,96.61
2025-06-12,Email,132.64
2025-06-12,Paid Search,392.12
2025-06-12,Paid Social,330.34
2025-06-13,Affiliate,78.14
2025-06-13,Email,109.23
2025-06-13,Paid Search,340.69
2025-06-13,Paid Social,285.73
2025-06-14,Affiliate,91.78
2025-06-14,Email,119.27
2025-06-14,Paid Search,345.64
2025-06-14,Paid Social,306.36
2025-06-15,Affiliate,84.08
2025-06-15,Email,115.36
2025-06-15,Paid Search,347.16
2025-06-15,Paid Social,281.15
2025-06-16,Affiliate,94.13
2025-06-16,Email,134.6
2025-06-16,Paid Search,375.81
2025-06-16,Paid Social,323.71
2025-06-17,Affiliate,104.51
2025-06-17,Email,142.18
2025-06-17,Paid Search,416.44
2025-06-17,Paid Social,340.0
2025-06-18,Affiliate,86.38
2025-06-18,Email,116.16
2025-06-18,Paid Search,344.29
2025-06-18,Paid Social,307.04
2025-06-19,Affiliate,86.16
2025-06-19,Email,117.44
2025-06-19,Paid Search,340.82
2025-06-19,Paid Social,274.03
2025-06-20,Affiliate,82.48
2025-06-20,Email,106.87
2025-06-20,Paid Search,340.48
2025-06-20,Paid Social,279.16
2025-06-21,Affiliate,74.13
2025-06-21,Email,106.94
2025-06-21,Paid Search,311.16
2025-06-21,Paid Social,256.77
2025-06-22,Affiliate,78.66
2025-06-22,Email,108.95
2025-06-22,Paid Search,333.9
2025-06-22,Paid Social,274.84
2025-06-23,Affiliate,90.07
2025-06-23,Email,117.55
2025-06-23,Paid Search,377.96
2025-06-23,Paid Social,309.17
2025-06-24,Affiliate,87.97
2025-06-24,Email,131.0
2025-06-24,Paid Search,365.83
2025-06-24,Paid Social,305.46
2025-06-25,Affiliate,89.64
2025-06-25,Email,133.13
2025-06-25,Paid Search,395.47
2025-06-25,Paid Social,310.36
2025-06-26,Affiliate,87.16
2025-06-26,Email,129.96
2025-06-26,Paid Search,363.41
2025-06-26,Paid Social,291.35
2025-06-27,Affiliate,97.45
2025-06-27,Email,128.29
2025-06-27,Paid Search,410.99
2025-06-27,Paid Social,335.52
2025-06-28,Affiliate,81.68
2025-06-28,Email,104.3
2025-06-28,Paid Search,335.18
2025-06-28,Paid Social,263.17
2025-06-29,Affiliate,94.3
2025-06-29,Email,144.61
2025-06-29,Paid Search,372.84
2025-06-29,Paid Social,363.92
2025-06-30,Affiliate,93.1
2025-06-30,Email,130.95
2025-06-30,Paid Search,378.18
2025-06-30,Paid Social,312.34
2025-07-01,Affiliate,72.02
2025-07-01,Email,104.3
2025-07-01,Paid Search,292.94
2025-07-01,Paid Social,233.82
2025-07-02,Affiliate,68.67
2025-07-02,Email,97.96
2025-07-02,Paid Search,286.98
2025-07-02,Paid Social,236.56
2025-07-03,Affiliate,77.45
2025-07-03,Email,107.32
2025-07-03,Paid Search,324.25
2025-07-03,Paid Social,274.96
2025-07-04,Affiliate,72.24
2025-07-04,Email,104.32
2025-07-04,Paid Search,309.23
2025-07-04,Paid Social,255.55
2025-07-05,Affiliate,74.1
2025-07-05,Email,102.54
2025-07-05,Paid Search,307.03
2025-07-05,Paid Social,250.46
2025-07-06,Affiliate,71.25
2025-07-06,Email,99.88
2025-07-06,Paid Search,299.62
2025-07-06,Paid Social,250.0
2025-07-07,Affiliate,75.73
2025-07-07,Email,104.88
2025-07-07,Paid Search,320.28
2025-07-07,Paid Social,249.55
2025-07-08,Affiliate,73.11
2025-07-08,Email,101.45
2025-07-08,Paid Search,296.1
2025-07-08,Paid Social,233.05
2025-07-09,Affiliate,72.18
2025-07-09,Email,88.69
2025-07-09,Paid Search,278.4
2025-07-09,Paid Social,224.1
2025-07-10,Affiliate,74.29
2025-07-10,Email,96.23
2025-07-10,Paid Search,299.91
2025-07-10,Paid Social,257.45
2025-07-11,Affiliate,84.33
2025-07-11,Email,107.99
2025-07-11,Paid Search,342.82
2025-07-11,Paid Social,271.42
2025-07-12,Affiliate,71.32
2025-07-12,Email,101.08
2025-07-12,Paid Search,292.07
2025-07-12,Paid Social,241.88
2025-07-13,Affiliate,62.29
2025-07-13,Email,84.56
2025-07-13,Paid Search,269.57
2025-07-13,Paid Social,208.82
2025-07-14,Affiliate,77.68
2025-07-14,Email,98.06
2025-07-14,Paid Search,316.5
2025-07-14,Paid Social,273.06
2025-07-15,Affiliate,78.05
2025-07-15,Email,112.3
2025-07-15,Paid Search,335.58
2025-07-15,Paid Social,252.18
2025-07-16,Affiliate,67.78
2025-07-16,Email,103.66
2025-07-16,Paid Search,306.24
2025-07-16,Paid Social,223.79
2025-07-17,Affiliate,78.48
2025-07-17,Email,104.34
2025-07-17,Paid Search,324.01
2025-07-17,Paid Social,257.29
2025-07-18,Affiliate,71.6
2025-07-18,Email,107.95
2025-07-18,Paid Search,309.26
2025-07-18,Paid Social,269.54
2025-07-19,Affiliate,64.41
2025-07-19,Email,86.52
2025-07-19,Paid Search,271.14
2025-07-19,Paid Social,208.88
2025-07-20,Affiliate,75.93
2025-07-20,Email,100.59
2025-07-20,Paid Search,298.01
2025-07-20,Paid Social,239.8
2025-07-21,Affiliate,78.81
2025-07-21,Email,114.94
2025-07-21,Paid Search,305.47
2025-07-21,Paid Social,289.49
2025-07-22,Affiliate,78.74
2025-07-22,Email,119.07
2025-07-22,Paid Search,346.82
2025-07-22,Paid Social,275.61
2025-07-23,Affiliate,85.16
2025-07-23,Email,123.5
2025-07-23,Paid Search,339.16
2025-07-23,Paid Social,270.66
2025-07-24,Affiliate,70.15
2025-07-24,Email,94.57
2025-07-24,Paid Search,276.17
2025-07-24,Paid Social,230.75
2025-07-25,Affiliate,70.49
2025-07-25,Email,96.13
2025-07-25,Paid Search,296.53
2025-07-25,Paid Social,235.06
2025-07-26,Affiliate,68.33
2025-07-26,Email,103.61
2025-07-26,Paid Search,319.0
2025-07-26,Paid Social,232.13
2025-07-27,Affiliate,69.99
2025-07-27,Email,99.31
2025-07-27,Paid Search,303.94
2025-07-27,Paid Social,249.76
2025-07-28,Affiliate,81.34
2025-07-28,Email,106.84
2025-07-28,Paid Search,327.61
2025-07-28,Paid Social,270.16
2025-07-29,Affiliate,95.33
2025-07-29,Email,133.4
2025-07-29,Paid Search,404.8
2025-07-29,Paid Social,310.02
2025-07-30,Affiliate,83.22
2025-07-30,Email,113.4
2025-07-30,Paid Search,321.67
2025-07-30,Paid Social,271.03
2025-07-31,Affiliate,79.97
2025-07-31,Email,113.76
2025-07-31,Paid Search,344.1
2025-07-31,Paid Social,285.59
2025-08-01,Affiliate,82.01
2025-08-01,Email,116.6
2025-08-01,Paid Search,360.71
2025-08-01,Paid Social,290.64
2025-08-02,Affiliate,75.41
2025-08-02,Email,114.38
2025-08-02,Paid Search,309.41
2025-08-02,Paid Social,265.16
2025-08-03,Affiliate,71.57
2025-08-03,Email,95.9
2025-08-03,Paid Search,295.26
2025-08-03,Paid Social,245.45
2025-08-04,Affiliate,83.54
2025-08-04,Email,118.37
2025-08-04,Paid Search,360.28
2025-08-04,Paid Social,275.44
2025-08-05,Affiliate,79.14
2025-08-05,Email,109.11
2025-08-05,Paid Search,311.69
2025-08-05,Paid Social,240.92
2025-08-06,Affiliate,80.96
2025-08-06,Email,112.79
2025-08-06,Paid Search,328.66
2025-08-06,Paid Social,252.31
2025-08-07,Affiliate,75.56
2025-08-07,Email,103.99
2025-08-07,Paid Search,332.88
2025-08-07,Paid Social,246.59
2025-08-08,Affiliate,77.75
2025-08-08,Email,110.81
2025-08-08,Paid Search,334.7
2025-08-08,Paid Social,271.61
2025-08-09,Affiliate,87.92
2025-08-09,Email,114.78
2025-08-09,Paid Search,367.0
2025-08-09,Paid Social,291.34
2025-08-10,Affiliate,62.3
2025-08-10,Email,83.58
2025-08-10,Paid Search,257.09
2025-08-10,Paid Social,215.01
2025-08-11,Affiliate,83.34
2025-08-11,Email,119.58
2025-08-11,Paid Search,350.83
2025-08-11,Paid Social,279.28
2025-08-12,Affiliate,67.55
2025-08-12,Email,91.08
2025-08-12,Paid Search,289.36
2025-08-12,Paid Social,239.81
2025-08-13,Affiliate,73.98
2025-08-13,Email,107.88
2025-08-13,Paid Search,314.91
2025-08-13,Paid Social,263.1
2025-08-14,Affiliate,88.04
2025-08-14,Email,117.93
2025-08-14,Paid Search,353.99
2025-08-14,Paid Social,298.52
2025-08-15,Affiliate,78.08
2025-08-15,Email,113.73
2025-08-15,Paid Search,327.74
2025-08-15,Paid Social,274.19
2025-08-16,Affiliate,65.95
2025-08-16,Email,91.34
2025-08-16,Paid Search,280.06
2025-08-16,Paid Social,226.52
2025-08-17,Affiliate,68.1
2025-08-17,Email,96.1
2025-08-17,Paid Search,286.58
2025-08-17,Paid Social,234.15
2025-08-18,Affiliate,80.56
2025-08-18,Email,114.26
2025-08-18,Paid Search,356.08
2025-08-18,Paid Social,281.72
2025-08-19,Affiliate,76.75
2025-08-19,Email,96.7
2025-08-19,Paid Search,308.55
2025-08-19,Paid Social,261.54
2025-08-20,Affiliate,78.31
2025-08-20,Email,107.56
2025-08-20,Paid Search,331.65
2025-08-20,Paid Social,285.84
2025-08-21,Affiliate,82.94
2025-08-21,Email,111.56
2025-08-21,Paid Search,323.43
2025-08-21,Paid Social,274.64
2025-08-22,Affiliate,71.54
2025-08-22,Email,100.73
2025-08-22,Paid Search,311.9
2025-08-22,Paid Social,264.35
2025-08-23,Affiliate,84.78
2025-08-23,Email,120.93
2025-08-23,Paid Search,359.63
2025-08-23,Paid Social,285.77
2025-08-24,Affiliate,78.44
2025-08-24,Email,108.15
2025-08-24,Paid Search,315.0
2025-08-24,Paid Social,261.76
2025-08-25,Affiliate,64.95
2025-08-25,Email,99.33
2025-08-25,Paid Search,273.66
2025-08-25,Paid Social,223.8
2025-08-26,Affiliate,75.32
2025-08-26,Email,107.46
2025-08-26,Paid Search,336.48
2025-08-26,Paid Social,282.19
2025-08-27,Affiliate,73.91
2025-08-27,Email,107.44
2025-08-27,Paid Search,320.68
2025-08-27,Paid Social,245.85
2025-08-28,Affiliate,85.9
2025-08-28,Email,120.11
2025-08-28,Paid Search,364.13
2025-08-28,Paid Social,273.38
2025-08-29,Affiliate,72.62
2025-08-29,Email,98.91
2025-08-29,Paid Search,323.36
2025-08-29,Paid Social,244.73
2025-08-30,Affiliate,75.18
2025-08-30,Email,100.7
2025-08-30,Paid Search,300.1
2025-08-30,Paid Social,243.87
2025-08-31,Affiliate,78.18
2025-08-31,Email,105.45
2025-08-31,Paid Search,304.28
2025-08-31,Paid Social,267.95
2025-09-01,Affiliate,110.37
2025-09-01,Email,145.65
2025-09-01,Paid Search,412.27
2025-09-01,Paid Social,349.93
2025-09-02,Affiliate,85.64
2025-09-02,Email,118.76
2025-09-02,Paid Search,375.06
2025-09-02,Paid Social,281.36
2025-09-03,Affiliate,93.16
2025-09-03,Email,132.54
2025-09-03,Paid Search,405.42
2025-09-03,Paid Social,295.66
2025-09-04,Affiliate,94.49
2025-09-04,Email,128.83
2025-09-04,Paid Search,385.59
2025-09-04,Paid Social,307.18
2025-09-05,Affiliate,98.91
2025-09-05,Email,130.94
2025-09-05,Paid Search,390.4
2025-09-05,Paid Social,282.24
2025-09-06,Affiliate,102.98
2025-09-06,Email,151.85
2025-09-06,Paid Search,415.27
2025-09-06,Paid Social,329.71
2025-09-07,Affiliate,82.56
2025-09-07,Email,124.84
2025-09-07,Paid Search,396.1
2025-09-07,Paid Social,300.97
2025-09-08,Affiliate,88.62
2025-09-08,Email,111.75
2025-09-08,Paid Search,358.25
2025-09-08,Paid Social,297.59
2025-09-09,Affiliate,102.46
2025-09-09,Email,129.41
2025-09-09,Paid Search,434.31
2025-09-09,Paid Social,356.01
2025-09-10,Affiliate,102.16
2025-09-10,Email,162.5
2025-09-10,Paid Search,483.57
2025-09-10,Paid Social,365.7
2025-09-11,Affiliate,106.25
2025-09-11,Email,136.01
2025-09-11,Paid Search,439.92
2025-09-11,Paid Social,348.74
2025-09-12,Affiliate,81.83
2025-09-12,Email,116.02
2025-09-12,Paid Search,354.37
2025-09-12,Paid Social,284.29
2025-09-13,Affiliate,87.04
2025-09-13,Email,116.57
2025-09-13,Paid Search,355.29
2025-09-13,Paid Social,283.24
2025-09-14,Affiliate,95.89
2025-09-14,Email,122.94
2025-09-14,Paid Search,404.95
2025-09-14,Paid Social,341.1
2025-09-15,Affiliate,86.43
2025-09-15,Email,122.68
2025-09-15,Paid Search,387.37
2025-09-15,Paid Social,301.87
2025-09-16,Affiliate,98.77
2025-09-16,Email,138.54
2025-09-16,Paid Search,425.09
2025-09-16,Paid Social,323.66
2025-09-17,Affiliate,97.21
2025-09-17,Email,135.31
2025-09-17,Paid Search,442.01
2025-09-17,Paid Social,336.74
2025-09-18,Affiliate,91.64
2025-09-18,Email,112.69
2025-09-18,Paid Search,369.45
2025-09-18,Paid Social,307.87
2025-09-19,Affiliate,98.57
2025-09-19,Email,136.4
2025-09-19,Paid Search,401.77
2025-09-19,Paid Social,310.99
2025-09-20,Affiliate,67.67
2025-09-20,Email,93.46
2025-09-20,Paid Search,274.67
2025-09-20,Paid Social,221.26
2025-09-21,Affiliate,83.59
2025-09-21,Email,107.46
2025-09-21,Paid Search,343.42
2025-09-21,Paid Social,269.82
2025-09-22,Affiliate,89.63
2025-09-22,Email,131.31
2025-09-22,Paid Search,408.19
2025-09-22,Paid Social,303.9
2025-09-23,Affiliate,92.02
2025-09-23,Email,123.39
2025-09-23,Paid Search,345.32
2025-09-23,Paid Social,296.47
2025-09-24,Affiliate,100.22
2025-09-24,Email,146.7
2025-09-24,Paid Search,456.46
2025-09-24,Paid Social,373.25
2025-09-25,Affiliate,86.2
2025-09-25,Email,117.46
2025-09-25,Paid Search,348.48
2025-09-25,Paid Social,291.18
2025-09-26,Affiliate,95.02
2025-09-26,Email,126.0
2025-09-26,Paid Search,386.6
2025-09-26,Paid Social,311.12
2025-09-27,Affiliate,94.58
2025-09-27,Email,129.24
2025-09-27,Paid Search,355.03
2025-09-27,Paid Social,306.39
2025-09-28,Affiliate,97.87
2025-09-28,Email,137.38
2025-09-28,Paid Search,387.3
2025-09-28,Paid Social,354.55
2025-09-29,Affiliate,81.09
2025-09-29,Email,115.02
2025-09-29,Paid Search,356.8
2025-09-29,Paid Social,289.97
2025-09-30,Affiliate,104.35
2025-09-30,Email,140.74
2025-09-30,Paid Search,439.88
2025-09-30,Paid Social,355.9
2025-10-01,Affiliate,112.93
2025-10-01,Email,157.21
2025-10-01,Paid Search,455.37
2025-10-01,Paid Social,378.63
2025-10-02,Affiliate,106.4
2025-10-02,Email,139.24
2025-10-02,Paid Search,410.61
2025-10-02,Paid Social,360.35
2025-10-03,Affiliate,107.84
2025-10-03,Email,160.29
2025-10-03,Paid Search,477.72
2025-10-03,Paid Social,398.16
2025-10-04,Affiliate,94.46
2025-10-04,Email,147.52
2025-10-04,Paid Search,441.85
2025-10-04,Paid Social,347.31
2025-10-05,Affiliate,93.21
2025-10-05,Email,128.84
2025-10-05,Paid Search,404.71
2025-10-05,Paid Social,339.47
2025-10-06,Affiliate,117.05
2025-10-06,Email,147.68
2025-10-06,Paid Search,445.15
2025-10-06,Paid Social,399.51
2025-10-07,Affiliate,113.82
2025-10-07,Email,157.92
2025-10-07,Paid Search,443.03
2025-10-07,Paid Social,354.45
2025-10-08,Affiliate,109.57
2025-10-08,Email,152.76
2025-10-08,Paid Search,457.1
2025-10-08,Paid Social,393.83
2025-10-09,Affiliate,121.08
2025-10-09,Email,166.09
2025-10-09,Paid Search,456.76
2025-10-09,Paid Social,417.74
2025-10-10,Affiliate,120.64
2025-10-10,Email,175.43
2025-10-10,Paid Search,504.17
2025-10-10,Paid Social,442.98
2025-10-11,Affiliate,96.86
2025-10-11,Email,126.44
2025-10-11,Paid Search,385.15
2025-10-11,Paid Social,306.02
2025-10-12,Affiliate,109.82
2025-10-12,Email,171.33
2025-10-12,Paid Search,492.34
2025-10-12,Paid Social,414.69
2025-10-13,Affiliate,90.5
2025-10-13,Email,128.9
2025-10-13,Paid Search,404.34
2025-10-13,Paid Social,307.2
2025-10-14,Affiliate,111.98
2025-10-14,Email,147.94
2025-10-14,Paid Search,473.04
2025-10-14,Paid Social,356.88
2025-10-15,Affiliate,117.48
2025-10-15,Email,175.15
2025-10-15,Paid Search,478.52
2025-10-15,Paid Social,384.0
2025-10-16,Affiliate,116.64
2025-10-16,Email,158.14
2025-10-16,Paid Search,464.69
2025-10-16,Paid Social,388.56
2025-10-17,Affiliate,103.13
2025-10-17,Email,142.94
2025-10-17,Paid Search,459.34
2025-10-17,Paid Social,342.86
2025-10-18,Affiliate,89.11
2025-10-18,Email,141.55
2025-10-18,Paid Search,420.62
2025-10-18,Paid Social,346.8
2025-10-19,Affiliate,99.89
2025-10-19,Email,143.25
2025-10-19,Paid Search,408.71
2025-10-19,Paid Social,323.09
2025-10-20,Affiliate,101.82
2025-10-20,Email,155.52
2025-10-20,Paid Search,438.72
2025-10-20,Paid Social,355.15
2025-10-21,Affiliate,106.5
2025-10-21,Email,161.08
2025-10-21,Paid Search,486.45
2025-10-21,Paid Social,424.18
2025-10-22,Affiliate,113.65
2025-10-22,Email,151.22
2025-10-22,Paid Search,465.05
2025-10-22,Paid Social,404.82
2025-10-23,Affiliate,109.46
2025-10-23,Email,147.93
2025-10-23,Paid Search,425.77
2025-10-23,Paid Social,358.92
2025-10-24,Affiliate,119.16
2025-10-24,Email,163.2
2025-10-24,Paid Search,492.25
2025-10-24,Paid Social,408.02
2025-10-25,Affiliate,106.24
2025-10-25,Email,154.81
2025-10-25,Paid Search,429.26
2025-10-25,Paid Social,349.62
2025-10-26,Affiliate,114.33
2025-10-26,Email,151.19
2025-10-26,Paid Search,441.3
2025-10-26,Paid Social,374.15
2025-10-27,Affiliate,124.8
2025-10-27,Email,163.57
2025-10-27,Paid Search,483.79
2025-10-27,Paid Social,386.64
2025-10-28,Affiliate,109.12
2025-10-28,Email,144.42
2025-10-28,Paid Search,431.93
2025-10-28,Paid Social,344.59
2025-10-29,Affiliate,112.04
2025-10-29,Email,144.13
2025-10-29,Paid Search,452.35
2025-10-29,Paid Social,345.27
2025-10-30,Affiliate,114.35
2025-10-30,Email,153.4
2025-10-30,Paid Search,507.63
2025-10-30,Paid Social,393.81
2025-10-31,Affiliate,112.27
2025-10-31,Email,176.01
2025-10-31,Paid Search,450.4
2025-10-31,Paid Social,418.42
2025-11-01,Affiliate,152.06
2025-11-01,Email,209.34
2025-11-01,Paid Search,673.14
2025-11-01,Paid Social,512.04
2025-11-02,Affiliate,146.25
2025-11-02,Email,203.03
2025-11-02,Paid Search,667.4
2025-11-02,Paid Social,547.03
2025-11-03,Affiliate,210.08
2025-11-03,Email,276.42
2025-11-03,Paid Search,744.51
2025-11-03,Paid Social,624.98
2025-11-04,Affiliate,162.5
2025-11-04,Email,239.97
2025-11-04,Paid Search,677.9
2025-11-04,Paid Social,523.81
2025-11-05,Affiliate,176.39
2025-11-05,Email,252.8
2025-11-05,Paid Search,726.25
2025-11-05,Paid Social,602.14
2025-11-06,Affiliate,169.59
2025-11-06,Email,241.56
2025-11-06,Paid Search,657.68
2025-11-06,Paid Social,587.8
2025-11-07,Affiliate,164.79
2025-11-07,Email,223.34
2025-11-07,Paid Search,669.43
2025-11-07,Paid Social,597.0
2025-11-08,Affiliate,184.78
2025-11-08,Email,228.49
2025-11-08,Paid Search,694.51
2025-11-08,Paid Social,577.56
2025-11-09,Affiliate,153.36
2025-11-09,Email,233.41
2025-11-09,Paid Search,706.87
2025-11-09,Paid Social,557.82
2025-11-10,Affiliate,178.22
2025-11-10,Email,244.38
2025-11-10,Paid Search,770.53
2025-11-10,Paid Social,600.33
2025-11-11,Affiliate,177.85
2025-11-11,Email,254.03
2025-11-11,Paid Search,808.98
2025-11-11,Paid Social,618.89
2025-11-12,Affiliate,155.67
2025-11-12,Email,242.31
2025-11-12,Paid Search,710.19
2025-11-12,Paid Social,578.54
2025-11-13,Affiliate,174.88
2025-11-13,Email,256.55
2025-11-13,Paid Search,718.91
2025-11-13,Paid Social,625.4
2025-11-14,Affiliate,168.66
2025-11-14,Email,240.79
2025-11-14,Paid Search,694.55
2025-11-14,Paid Social,538.09
2025-11-15,Affiliate,150.38
2025-11-15,Email,232.77
2025-11-15,Paid Search,655.23
2025-11-15,Paid Social,550.97
2025-11-16,Affiliate,150.28
2025-11-16,Email,210.82
2025-11-16,Paid Search,617.42
2025-11-16,Paid Social,554.52
2025-11-17,Affiliate,159.66
2025-11-17,Email,245.64
2025-11-17,Paid Search,730.82
2025-11-17,Paid Social,560.82
2025-11-18,Affiliate,175.58
2025-11-18,Email,247.2
2025-11-18,Paid Search,732.8
2025-11-18,Paid Social,608.46
2025-11-19,Affiliate,148.5
2025-11-19,Email,223.59
2025-11-19,Paid Search,653.7
2025-11-19,Paid Social,547.86
2025-11-20,Affiliate,197.21
2025-11-20,Email,284.33
2025-11-20,Paid Search,826.7
2025-11-20,Paid Social,657.51
2025-11-21,Affiliate,154.86
2025-11-21,Email,220.48
2025-11-21,Paid Search,659.79
2025-11-21,Paid Social,513.24
2025-11-22,Affiliate,134.13
2025-11-22,Email,203.7
2025-11-22,Paid Search,589.59
2025-11-22,Paid Social,471.27
2025-11-23,Affiliate,163.27
2025-11-23,Email,241.38
2025-11-23,Paid Search,726.54
2025-11-23,Paid Social,561.51
2025-11-24,Affiliate,174.94
2025-11-24,Email,248.82
2025-11-24,Paid Search,724.77
2025-11-24,Paid Social,642.0
2025-11-25,Affiliate,176.53
2025-11-25,Email,235.83
2025-11-25,Paid Search,750.1
2025-11-25,Paid Social,605.51
2025-11-26,Affiliate,185.51
2025-11-26,Email,236.2
2025-11-26,Paid Search,757.04
2025-11-26,Paid Social,589.77
2025-11-27,Affiliate,157.69
2025-11-27,Email,219.89
2025-11-27,Paid Search,707.13
2025-11-27,Paid Social,597.51
2025-11-28,Affiliate,160.44
2025-11-28,Email,241.97
2025-11-28,Paid Search,679.49
2025-11-28,Paid Social,481.11
2025-11-29,Affiliate,156.77
2025-11-29,Email,211.15
2025-11-29,Paid Search,629.53
2025-11-29,Paid Social,561.11
2025-11-30,Affiliate,151.47
2025-11-30,Email,204.69
2025-11-30,Paid Search,642.45
2025-11-30,Paid Social,466.64
2025-12-01,Affiliate,150.3
2025-12-01,Email,206.32
2025-12-01,Paid Search,621.27
2025-12-01,Paid Social,499.34
2025-12-02,Affiliate,134.76
2025-12-02,Email,196.9
2025-12-02,Paid Search,571.33
2025-12-02,Paid Social,451.22
2025-12-03,Affiliate,125.93
2025-12-03,Email,184.41
2025-12-03,Paid Search,558.24
2025-12-03,Paid Social,411.25
2025-12-04,Affiliate,128.54
2025-12-04,Email,192.27
2025-12-04,Paid Search,541.91
2025-12-04,Paid Social,472.37
2025-12-05,Affiliate,152.06
2025-12-05,Email,199.34
2025-12-05,Paid Search,577.8
2025-12-05,Paid Social,486.4
2025-12-06,Affiliate,123.23
2025-12-06,Email,171.23
2025-12-06,Paid Search,484.94
2025-12-06,Paid Social,424.44
2025-12-07,Affiliate,124.4
2025-12-07,Email,163.69
2025-12-07,Paid Search,497.34
2025-12-07,Paid Social,392.34
2025-12-08,Affiliate,141.73
2025-12-08,Email,196.92
2025-12-08,Paid Search,566.14
2025-12-08,Paid Social,492.26
2025-12-09,Affiliate,130.95
2025-12-09,Email,200.81
2025-12-09,Paid Search,605.78
2025-12-09,Paid Social,459.64
2025-12-10,Affiliate,130.8
2025-12-10,Email,198.76
2025-12-10,Paid Search,536.09
2025-12-10,Paid Social,449.1
2025-12-11,Affiliate,117.77
2025-12-11,Email,182.92
2025-12-11,Paid Search,569.26
2025-12-11,Paid Social,448.74
